Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Symbol,Sector
2021-01-04,13.104249954223633,13.65250015258789,12.962499618530273,13.113499641418457,13.082321166992188,560640000,0.0,NVDA,tech
2021-01-05,13.099749565124512,13.443499565124512,13.086999893188477,13.404749870300293,13.372880935668945,322760000,0.0,NVDA,tech
2021-01-06,13.22249984741211,13.244999885559082,12.586000442504883,12.614500045776367,12.58450984954834,580424000,0.0,NVDA,tech
2021-01-07,12.967499732971191,13.377750396728516,12.886500358581543,13.343999862670898,13.312273979187012,461480000,0.0,NVDA,tech
2021-01-08,13.362500190734863,13.420999526977539,13.041999816894531,13.276749610900879,13.245182991027832,292528000,0.0,NVDA,tech
2021-01-11,13.418749809265137,13.961000442504883,13.362500190734863,13.621500015258789,13.58911418914795,518344000,0.0,NVDA,tech
2021-01-12,13.7524995803833,13.754500389099121,13.345000267028809,13.484749794006348,13.452690124511719,291476000,0.0,NVDA,tech
2021-01-13,13.489999771118164,13.625,13.385000228881836,13.531749725341797,13.499579429626465,210028000,0.0,NVDA,tech
2021-01-14,13.574999809265137,13.599749565124512,13.180500030517578,13.200249671936035,13.168865203857422,283120000,0.0,NVDA,tech
2021-01-15,13.227999687194824,13.325249671936035,12.84850025177002,12.85949993133545,12.828927040100098,277780000,0.0,NVDA,tech
2021-01-19,13.016249656677246,13.093999862670898,12.843999862670898,13.025250434875488,12.994285583496094,226188000,0.0,NVDA,tech
2021-01-20,13.111749649047852,13.430500030517578,13.056750297546387,13.365750312805176,13.33397388458252,258572000,0.0,NVDA,tech
2021-01-21,13.418499946594238,13.999250411987305,13.253000259399414,13.867500305175781,13.834527969360352,337780000,0.0,NVDA,tech
2021-01-22,13.739999771118164,13.841750144958496,13.627249717712402,13.712499618530273,13.679898262023926,246820000,0.0,NVDA,tech
2021-01-25,13.781749725341797,13.828499794006348,13.236499786376953,13.653249740600586,13.6207914352417,251112000,0.0,NVDA,tech
2021-01-26,13.580499649047852,13.644749641418457,13.387499809265137,13.435250282287598,13.40330982208252,163980000,0.0,NVDA,tech
2021-01-27,13.229999542236328,13.232749938964844,12.793749809265137,12.917750358581543,12.887038230895996,371272000,0.0,NVDA,tech
2021-01-28,12.99625015258789,13.339750289916992,12.96049976348877,13.050999641418457,13.01997184753418,228316000,0.0,NVDA,tech
2021-01-29,13.074999809265137,13.334750175476074,12.911499977111816,12.989749908447266,12.958868026733398,271552000,0.0,NVDA,tech
2021-02-01,13.053250312805176,13.270750045776367,12.902750015258789,13.237000465393066,13.205530166625977,217204000,0.0,NVDA,tech
2021-02-02,13.398750305175781,13.571999549865723,13.285499572753906,13.556750297546387,13.524519920349121,220440000,0.0,NVDA,tech
2021-02-03,13.63599967956543,13.931750297546387,13.516500473022461,13.530500411987305,13.498331069946289,245408000,0.0,NVDA,tech
2021-02-04,13.531000137329102,13.673500061035156,13.337750434875488,13.664250373840332,13.631763458251953,201340000,0.0,NVDA,tech
2021-02-05,13.725000381469727,13.737250328063965,13.54574966430664,13.590999603271484,13.558686256408691,169152000,0.0,NVDA,tech
2021-02-08,13.727250099182129,14.473750114440918,13.727250099182129,14.438750267028809,14.40442180633545,434624000,0.0,NVDA,tech
2021-02-09,14.340749740600586,14.583250045776367,14.22249984741211,14.263250350952148,14.229340553283691,287560000,0.0,NVDA,tech
2021-02-10,14.463250160217285,14.904999732971191,14.341500282287598,14.764249801635742,14.729146003723145,485352000,0.0,NVDA,tech
2021-02-11,14.980250358581543,15.272250175476074,14.925000190734863,15.250749588012695,15.21449089050293,450828000,0.0,NVDA,tech
2021-02-12,15.050000190734863,15.291250228881836,14.774999618530273,14.961250305175781,14.925679206848145,374756000,0.0,NVDA,tech
2021-02-16,15.064249992370605,15.3725004196167,14.949999809265137,15.330249786376953,15.293804168701172,321960000,0.0,NVDA,tech
2021-02-17,15.170999526977539,15.22350025177002,14.779999732971191,14.906000137329102,14.870558738708496,274756000,0.0,NVDA,tech
2021-02-18,14.729000091552734,14.873250007629395,14.574999809265137,14.829000473022461,14.793745040893555,233868000,0.0,NVDA,tech
2021-02-19,15.024499893188477,15.177000045776367,14.846750259399414,14.92650032043457,14.891011238098145,271724000,0.0,NVDA,tech
2021-02-22,14.774749755859375,15.13325023651123,14.324999809265137,14.35575008392334,14.321619033813477,325884000,0.0,NVDA,tech
2021-02-23,14.075249671936035,14.238750457763672,13.38949966430664,14.142000198364258,14.108378410339355,391780000,0.0,NVDA,tech
2021-02-24,14.122750282287598,14.506750106811523,13.755999565124512,14.49899959564209,14.46452808380127,448320000,0.0,NVDA,tech
2021-02-25,14.045499801635742,14.374750137329102,13.2162504196167,13.307499885559082,13.275860786437988,824436000,0.0,NVDA,tech
2021-02-26,13.7524995803833,13.854499816894531,13.361000061035156,13.714500427246094,13.681894302368164,500932000,0.0,NVDA,tech
2021-03-01,13.875,13.925000190734863,13.553250312805176,13.841750144958496,13.808842658996582,353184000,0.0,NVDA,tech
2021-03-02,13.899999618530273,13.920499801635742,13.395999908447266,13.40625,13.374375343322754,264116000,0.0,NVDA,tech
2021-03-03,13.426250457763672,13.451499938964844,12.798749923706055,12.804750442504883,12.774309158325195,377592000,0.0,NVDA,tech
